          0.500          1.000          2.500          5.000         10.000         20.000         30.000         40.000         50.000         60.000         70.000         80.000         90.000         95.000         97.500         99.000         99.500
  0.2385280E+00  0.2950191E+00  0.3874886E+00  0.4777970E+00  0.5971282E+00  0.7692642E+00  0.9174819E+00  0.1064451E+01  0.1222633E+01  0.1405339E+01  0.1634161E+01  0.1957032E+01  0.2536324E+01  0.3173850E+01  0.3888349E+01  0.4977805E+01  0.5931746E+01
  0.2075098E+00  0.2632921E+00  0.3566827E+00  0.4503551E+00  0.5778131E+00  0.7689267E+00  0.9402206E+00  0.1116108E+01  0.1312014E+01  0.1546657E+01  0.1852918E+01  0.2307952E+01  0.3189311E+01  0.4251790E+01  0.5552626E+01  0.7749207E+01  0.9873851E+01
  0.3153113E+00  0.3598499E+00  0.4353544E+00  0.5122132E+00  0.6185064E+00  0.7813439E+00  0.9305698E+00  0.1086790E+01  0.1264124E+01  0.1480838E+01  0.1770252E+01  0.2212749E+01  0.3107113E+01  0.4241045E+01  0.5699035E+01  0.8304655E+01  0.1096726E+02
  0.3631687E+00  0.4141095E+00  0.5000589E+00  0.5870618E+00  0.7066448E+00  0.8883566E+00  0.1053484E+01  0.1225089E+01  0.1418491E+01  0.1653045E+01  0.1963574E+01  0.2433228E+01  0.3367264E+01  0.4529072E+01  0.5995435E+01  0.8560236E+01  0.1112716E+02
  0.5233267E+00  0.5618200E+00  0.6267676E+00  0.6925113E+00  0.7828741E+00  0.9201844E+00  0.1044963E+01  0.1174636E+01  0.1320780E+01  0.1498020E+01  0.1732671E+01  0.2087565E+01  0.2793368E+01  0.3671287E+01  0.4779343E+01  0.6717432E+01  0.8657125E+01
  0.1344347E+00  0.1788368E+00  0.2545248E+00  0.3320719E+00  0.4400854E+00  0.6071278E+00  0.7617062E+00  0.9249103E+00  0.1111724E+01  0.1342050E+01  0.1652752E+01  0.2133821E+01  0.3124549E+01  0.4408797E+01  0.6095962E+01  0.9187357E+01  0.1242337E+02
  0.3729024E+00  0.4142336E+00  0.4843009E+00  0.5556249E+00  0.6542636E+00  0.8053747E+00  0.9438545E+00  0.1088825E+01  0.1253389E+01  0.1454497E+01  0.1723069E+01  0.2133700E+01  0.2963659E+01  0.4015934E+01  0.5368930E+01  0.7786912E+01  0.1025777E+02
  0.3746037E+00  0.4142017E+00  0.4817003E+00  0.5508569E+00  0.6471836E+00  0.7961522E+00  0.9340055E+00  0.1079551E+01  0.1246152E+01  0.1451557E+01  0.1728642E+01  0.2157660E+01  0.3041193E+01  0.4186487E+01  0.5691103E+01  0.8448014E+01  0.1133390E+02
  0.4590108E+00  0.4951009E+00  0.5566200E+00  0.6196502E+00  0.7074435E+00  0.8432154E+00  0.9688567E+00  0.1101509E+01  0.1253351E+01  0.1440559E+01  0.1693098E+01  0.2084111E+01  0.2889374E+01  0.3933210E+01  0.5304536E+01  0.7817221E+01  0.1044745E+02
  0.1263759E+00  0.1861725E+00  0.2862834E+00  0.3866966E+00  0.5233265E+00  0.7281927E+00  0.9118128E+00  0.1100357E+01  0.1310361E+01  0.1561889E+01  0.1890189E+01  0.2377967E+01  0.3322749E+01  0.4461684E+01  0.5856128E+01  0.8210775E+01  0.1048831E+02
  0.4814754E+00  0.5113856E+00  0.5627003E+00  0.6156768E+00  0.6900874E+00  0.8064445E+00  0.9153570E+00  0.1031498E+01  0.1165748E+01  0.1332990E+01  0.1561275E+01  0.1919997E+01  0.2675213E+01  0.3679936E+01  0.5033595E+01  0.7587674E+01  0.1033773E+02
  0.3444085E+00  0.3898409E+00  0.4668607E+00  0.5452621E+00  0.6536885E+00  0.8197941E+00  0.9720148E+00  0.1131370E+01  0.1312264E+01  0.1533327E+01  0.1828549E+01  0.2279926E+01  0.3192240E+01  0.4348929E+01  0.5836180E+01  0.8494093E+01  0.1121013E+02
  0.4530681E+00  0.4877545E+00  0.5468808E+00  0.6074595E+00  0.6918381E+00  0.8223292E+00  0.9430836E+00  0.1070576E+01  0.1216513E+01  0.1396440E+01  0.1639156E+01  0.2014960E+01  0.2788903E+01  0.3792138E+01  0.5110127E+01  0.7525082E+01  0.1005301E+02
  0.3089853E+00  0.3484802E+00  0.4158032E+00  0.4847798E+00  0.5808558E+00  0.7294366E+00  0.8669312E+00  0.1012098E+01  0.1178266E+01  0.1383135E+01  0.1659500E+01  0.2087401E+01  0.2968634E+01  0.4110948E+01  0.5611649E+01  0.8361385E+01  0.1123976E+02
  0.3120170E+00  0.3705287E+00  0.4659870E+00  0.5588472E+00  0.6810207E+00  0.8562520E+00  0.1006241E+01  0.1154201E+01  0.1312645E+01  0.1494675E+01  0.1721261E+01  0.2038550E+01  0.2601441E+01  0.3212626E+01  0.3888705E+01  0.4904180E+01  0.5780317E+01
  0.2653416E+00  0.3163909E+00  0.4018571E+00  0.4875814E+00  0.6042246E+00  0.7791221E+00  0.9358815E+00  0.1096845E+01  0.1276128E+01  0.1490861E+01  0.1771136E+01  0.2187561E+01  0.2994135E+01  0.3966462E+01  0.5156921E+01  0.7167121E+01  0.9111487E+01
  0.2669139E+00  0.3333988E+00  0.4437476E+00  0.5533018E+00  0.7006998E+00  0.9184487E+00  0.1110632E+01  0.1305340E+01  0.1519372E+01  0.1772175E+01  0.2096941E+01  0.2569989E+01  0.3459643E+01  0.4495241E+01  0.5720827E+01  0.7710675E+01  0.9563255E+01
  0.4709917E+00  0.5028540E+00  0.5571666E+00  0.6128132E+00  0.6903221E+00  0.8101891E+00  0.9211122E+00  0.1038225E+01  0.1172280E+01  0.1337558E+01  0.1560513E+01  0.1905721E+01  0.2616652E+01  0.3538209E+01  0.4748892E+01  0.6967230E+01  0.9289344E+01
  0.1761264E+00  0.2317060E+00  0.3254826E+00  0.4204085E+00  0.5508815E+00  0.7491410E+00  0.9293061E+00  0.1116538E+01  0.1327552E+01  0.1583466E+01  0.1922274E+01  0.2434698E+01  0.3453794E+01  0.4721402E+01  0.6321301E+01  0.9119667E+01  0.1192035E+02
  0.1292112E+00  0.1865234E+00  0.2828245E+00  0.3798314E+00  0.5124511E+00  0.7125480E+00  0.8930542E+00  0.1079446E+01  0.1288200E+01  0.1539695E+01  0.1870144E+01  0.2365217E+01  0.3336053E+01  0.4523675E+01  0.5998564E+01  0.8530393E+01  0.1101874E+02
  0.4344055E+00  0.4779408E+00  0.5517444E+00  0.6268719E+00  0.7307707E+00  0.8899399E+00  0.1035804E+01  0.1188505E+01  0.1361845E+01  0.1573677E+01  0.1856571E+01  0.2289100E+01  0.3163317E+01  0.4271706E+01  0.5696852E+01  0.8243775E+01  0.1084640E+02
  0.6708409E+00  0.6952108E+00  0.7370206E+00  0.7801844E+00  0.8408120E+00  0.9356165E+00  0.1024355E+01  0.1118984E+01  0.1228366E+01  0.1364630E+01  0.1550631E+01  0.1842908E+01  0.2458236E+01  0.3276856E+01  0.4379779E+01  0.6460770E+01  0.8701440E+01
  0.2517264E+00  0.3029195E+00  0.3892949E+00  0.4767289E+00  0.5969045E+00  0.7795168E+00  0.9454627E+00  0.1117918E+01  0.1312278E+01  0.1547994E+01  0.1860063E+01  0.2332044E+01  0.3270709E+01  0.4438274E+01  0.5911903E+01  0.8489413E+01  0.1106906E+02
  0.2513241E+00  0.2985461E+00  0.3785996E+00  0.4600892E+00  0.5727865E+00  0.7454348E+00  0.9036514E+00  0.1069283E+01  0.1257303E+01  0.1487073E+01  0.1793924E+01  0.2263081E+01  0.3211330E+01  0.4413581E+01  0.5959414E+01  0.8722020E+01  0.1154504E+02
  0.5922520E+00  0.6243905E+00  0.6788737E+00  0.7343342E+00  0.8110341E+00  0.9285358E+00  0.1036215E+01  0.1148942E+01  0.1276905E+01  0.1433283E+01  0.1642120E+01  0.1961421E+01  0.2606784E+01  0.3425016E+01  0.4477085E+01  0.6357270E+01  0.8278572E+01
  0.1727135E+00  0.2343029E+00  0.3374152E+00  0.4408389E+00  0.5815653E+00  0.7925738E+00  0.9816991E+00  0.1175896E+01  0.1392197E+01  0.1651265E+01  0.1989408E+01  0.2491811E+01  0.3464919E+01  0.4638001E+01  0.6074253E+01  0.8499496E+01  0.1084531E+02
  0.9738898E-01  0.1772535E+00  0.3095014E+00  0.4404359E+00  0.6160686E+00  0.8744938E+00  0.1101636E+01  0.1330934E+01  0.1582100E+01  0.1877654E+01  0.2255728E+01  0.2803495E+01  0.3825568E+01  0.5004179E+01  0.6386349E+01  0.8606920E+01  0.1065319E+02
  0.4151525E+00  0.4572881E+00  0.5270605E+00  0.5961401E+00  0.6888019E+00  0.8251441E+00  0.9449816E+00  0.1065957E+01  0.1198469E+01  0.1354400E+01  0.1553867E+01  0.1842863E+01  0.2382097E+01  0.3003919E+01  0.3733136E+01  0.4904684E+01  0.5984274E+01
  0.3241376E+00  0.3704841E+00  0.4486822E+00  0.5278386E+00  0.6366369E+00  0.8019607E+00  0.9521960E+00  0.1108324E+01  0.1284284E+01  0.1497684E+01  0.1780208E+01  0.2207506E+01  0.3057305E+01  0.4114334E+01  0.5448451E+01  0.7781941E+01  0.1011736E+02
  0.3757831E+00  0.4179040E+00  0.4889722E+00  0.5609115E+00  0.6597900E+00  0.8100404E+00  0.9465779E+00  0.1088471E+01  0.1248387E+01  0.1442331E+01  0.1699095E+01  0.2087434E+01  0.2859752E+01  0.3820405E+01  0.5032883E+01  0.7153615E+01  0.9276104E+01
  0.2027023E-01  0.8858550E-01  0.2029585E+00  0.3176768E+00  0.4737712E+00  0.7078232E+00  0.9176024E+00  0.1133007E+01  0.1372929E+01  0.1660290E+01  0.2035360E+01  0.2592628E+01  0.3672006E+01  0.4973196E+01  0.6566297E+01  0.9256392E+01  0.1185839E+02
  0.4501598E+00  0.4912553E+00  0.5609227E+00  0.6318399E+00  0.7299159E+00  0.8801647E+00  0.1017854E+01  0.1161997E+01  0.1325623E+01  0.1525583E+01  0.1792623E+01  0.2200912E+01  0.3026135E+01  0.4072406E+01  0.5417683E+01  0.7821869E+01  0.1027863E+02
 -0.4130638E-01  0.2951133E-01  0.1480738E+00  0.2669944E+00  0.4288067E+00  0.6714321E+00  0.8888956E+00  0.1112191E+01  0.1360901E+01  0.1658788E+01  0.2047597E+01  0.2625279E+01  0.3744195E+01  0.5093049E+01  0.6744506E+01  0.9533142E+01  0.1223045E+02
  0.7468567E+00  0.7604875E+00  0.7845465E+00  0.8102295E+00  0.8476592E+00  0.9091152E+00  0.9696008E+00  0.1036989E+01  0.1118309E+01  0.1224342E+01  0.1376802E+01  0.1632493E+01  0.2225809E+01  0.3110643E+01  0.4442624E+01  0.7302835E+01  0.1078785E+02
  0.7358141E+00  0.7575237E+00  0.7950562E+00  0.8341563E+00  0.8896260E+00  0.9775156E+00  0.1060907E+01  0.1150892E+01  0.1256124E+01  0.1388844E+01  0.1572569E+01  0.1866392E+01  0.2501419E+01  0.3372742E+01  0.4582408E+01  0.6945853E+01  0.9577333E+01
  0.4769588E-01  0.1247048E+00  0.2519550E+00  0.3776278E+00  0.5457406E+00  0.7922065E+00  0.1008025E+01  0.1225181E+01  0.1462286E+01  0.1740347E+01  0.2094671E+01  0.2605554E+01  0.3552002E+01  0.4634137E+01  0.5892711E+01  0.7895494E+01  0.9723956E+01
  0.3467788E+00  0.3986187E+00  0.4851302E+00  0.5715735E+00  0.6887040E+00  0.8633649E+00  0.1019020E+01  0.1178055E+01  0.1354327E+01  0.1564363E+01  0.1836895E+01  0.2238843E+01  0.3008906E+01  0.3925236E+01  0.5033079E+01  0.6876694E+01  0.8634848E+01
  0.1655006E-01  0.1034365E+00  0.2439694E+00  0.3792887E+00  0.5553374E+00  0.8041320E+00  0.1013836E+01  0.1217952E+01  0.1433681E+01  0.1678104E+01  0.1977582E+01  0.2388745E+01  0.3097196E+01  0.3840031E+01  0.4634365E+01  0.5781887E+01  0.6734767E+01
  0.2050579E+00  0.2585238E+00  0.3487340E+00  0.4400498E+00  0.5655609E+00  0.7562805E+00  0.9295938E+00  0.1109705E+01  0.1312694E+01  0.1558876E+01  0.1884799E+01  0.2377735E+01  0.3358074E+01  0.4577475E+01  0.6116528E+01  0.8808471E+01  0.1150264E+02
  0.4203723E+00  0.4516309E+00  0.5052593E+00  0.5606244E+00  0.6383898E+00  0.7599931E+00  0.8738161E+00  0.9951936E+00  0.1135496E+01  0.1310278E+01  0.1548856E+01  0.1923752E+01  0.2713018E+01  0.3763041E+01  0.5177732E+01  0.7846964E+01  0.1072101E+02
  0.2033839E+00  0.2744412E+00  0.3901494E+00  0.5024581E+00  0.6498585E+00  0.8605917E+00  0.1040366E+01  0.1217191E+01  0.1406004E+01  0.1622270E+01  0.1890545E+01  0.2264600E+01  0.2923988E+01  0.3634524E+01  0.4414724E+01  0.5576685E+01  0.6570888E+01
  0.5229449E-01  0.1270443E+00  0.2517884E+00  0.3764342E+00  0.5453287E+00  0.7971786E+00  0.1021623E+01  0.1250941E+01  0.1505114E+01  0.1807973E+01  0.2200947E+01  0.2780530E+01  0.3890911E+01  0.5212200E+01  0.6809639E+01  0.9468014E+01  0.1200316E+02
  0.2993042E+00  0.3557173E+00  0.4501635E+00  0.5448951E+00  0.6737939E+00  0.8670681E+00  0.1040298E+01  0.1218174E+01  0.1416295E+01  0.1653591E+01  0.1963314E+01  0.2423492E+01  0.3314815E+01  0.4389305E+01  0.5704847E+01  0.7926260E+01  0.1007492E+02
  0.1143146E+00  0.1796377E+00  0.2890013E+00  0.3986952E+00  0.5479531E+00  0.7717541E+00  0.9723452E+00  0.1178316E+01  0.1407729E+01  0.1682504E+01  0.2041147E+01  0.2574008E+01  0.3606111E+01  0.4850312E+01  0.6373638E+01  0.8945912E+01  0.1143395E+02
  0.3991699E-01  0.1103559E+00  0.2275685E+00  0.3442919E+00  0.5018630E+00  0.7356727E+00  0.9429789E+00  0.1153847E+01  0.1386554E+01  0.1662557E+01  0.2018806E+01  0.2540781E+01  0.3531084E+01  0.4695905E+01  0.6088418E+01  0.8375824E+01  0.1052978E+02
  0.4354470E+00  0.4720602E+00  0.5344711E+00  0.5984150E+00  0.6874809E+00  0.8252208E+00  0.9526833E+00  0.1087258E+01  0.1241302E+01  0.1431223E+01  0.1687423E+01  0.2084103E+01  0.2901039E+01  0.3960005E+01  0.5351209E+01  0.7900315E+01  0.1056867E+02
  0.6165317E+00  0.6409065E+00  0.6830466E+00  0.7269467E+00  0.7892259E+00  0.8879049E+00  0.9815332E+00  0.1082565E+01  0.1200716E+01  0.1349728E+01  0.1556008E+01  0.1885902E+01  0.2598885E+01  0.3577173E+01  0.4935340E+01  0.7588924E+01  0.1054345E+02
  0.5082854E+00  0.5385809E+00  0.5905569E+00  0.6442162E+00  0.7195856E+00  0.8374422E+00  0.9477581E+00  0.1065396E+01  0.1201375E+01  0.1370772E+01  0.1602000E+01  0.1965345E+01  0.2730292E+01  0.3747963E+01  0.5119065E+01  0.7706057E+01  0.1049155E+02
  0.3665088E+00  0.4106604E+00  0.4848478E+00  0.5595789E+00  0.6617451E+00  0.8158937E+00  0.9549501E+00  0.1098540E+01  0.1259358E+01  0.1453102E+01  0.1707670E+01  0.2089059E+01  0.2836962E+01  0.3751869E+01  0.4888079E+01  0.6838522E+01  0.8755468E+01
  0.2140316E+00  0.2716355E+00  0.3680757E+00  0.4648070E+00  0.5964272E+00  0.7937815E+00  0.9706689E+00  0.1152300E+01  0.1354603E+01  0.1596908E+01  0.1913170E+01  0.2383064E+01  0.3293203E+01  0.4390377E+01  0.5733691E+01  0.8002001E+01  0.1019602E+02
  0.1329014E+00  0.1957783E+00  0.3010461E+00  0.4066321E+00  0.5503002E+00  0.7657198E+00  0.9587988E+00  0.1157056E+01  0.1377878E+01  0.1642362E+01  0.1987574E+01  0.2500480E+01  0.3493930E+01  0.4691535E+01  0.6157813E+01  0.8633756E+01  0.1102861E+02
  0.4140357E+00  0.4567972E+00  0.5292891E+00  0.6030813E+00  0.7051334E+00  0.8614738E+00  0.1004746E+01  0.1154732E+01  0.1324992E+01  0.1533059E+01  0.1810925E+01  0.2235766E+01  0.3094445E+01  0.4183135E+01  0.5582951E+01  0.8084607E+01  0.1064097E+02
  0.6078062E+00  0.6284449E+00  0.6641260E+00  0.7012973E+00  0.7540306E+00  0.8375846E+00  0.9168619E+00  0.1002408E+01  0.1102449E+01  0.1228622E+01  0.1403284E+01  0.1682613E+01  0.2286314E+01  0.3114654E+01  0.4264647E+01  0.6511502E+01  0.9013171E+01
  0.3692982E+00  0.4160489E+00  0.4953035E+00  0.5759798E+00  0.6875523E+00  0.8584775E+00  0.1015115E+01  0.1179094E+01  0.1365237E+01  0.1592714E+01  0.1896502E+01  0.2360977E+01  0.3299762E+01  0.4490014E+01  0.6020419E+01  0.8755453E+01  0.1155030E+02
  0.2472066E+00  0.3036851E+00  0.3963791E+00  0.4871916E+00  0.6076041E+00  0.7820932E+00  0.9330493E+00  0.1083351E+01  0.1245775E+01  0.1434185E+01  0.1671299E+01  0.2007913E+01  0.2617319E+01  0.3295228E+01  0.4062944E+01  0.5247678E+01  0.6297311E+01
  0.3981214E+00  0.4396299E+00  0.5099976E+00  0.5816276E+00  0.6806895E+00  0.8324487E+00  0.9715225E+00  0.1117114E+01  0.1282385E+01  0.1484355E+01  0.1754079E+01  0.2166472E+01  0.2999991E+01  0.4056779E+01  0.5415579E+01  0.7843933E+01  0.1032539E+02
  0.2397108E+00  0.2937311E+00  0.3845006E+00  0.4759356E+00  0.6009375E+00  0.7895410E+00  0.9596790E+00  0.1135364E+01  0.1332127E+01  0.1569177E+01  0.1880645E+01  0.2347282E+01  0.3262353E+01  0.4381759E+01  0.5771931E+01  0.8158332E+01  0.1050375E+02
  0.5162504E+00  0.5457712E+00  0.5960924E+00  0.6476496E+00  0.7194625E+00  0.8305206E+00  0.9332922E+00  0.1041798E+01  0.1166002E+01  0.1319134E+01  0.1525705E+01  0.1845543E+01  0.2504229E+01  0.3358062E+01  0.4479774E+01  0.6535089E+01  0.8686554E+01
  0.4601158E+00  0.5016202E+00  0.5719808E+00  0.6436036E+00  0.7426555E+00  0.8943994E+00  0.1033459E+01  0.1179036E+01  0.1344290E+01  0.1546240E+01  0.1815937E+01  0.2228288E+01  0.3061723E+01  0.4118404E+01  0.5477067E+01  0.7905176E+01  0.1038638E+02
  0.4759207E+00  0.5086147E+00  0.5647056E+00  0.6226128E+00  0.7039491E+00  0.8311361E+00  0.9501855E+00  0.1077136E+01  0.1223881E+01  0.1406689E+01  0.1656222E+01  0.2048332E+01  0.2873839E+01  0.3972076E+01  0.5451726E+01  0.8243524E+01  0.1124954E+02
  0.2306365E+00  0.2927941E+00  0.3968579E+00  0.5012360E+00  0.6432607E+00  0.8562163E+00  0.1047087E+01  0.1243076E+01  0.1461372E+01  0.1722831E+01  0.2064094E+01  0.2571133E+01  0.3553219E+01  0.4737126E+01  0.6186630E+01  0.8634252E+01  0.1100172E+02
  0.1172174E+00  0.1843063E+00  0.2962654E+00  0.4081362E+00  0.5597212E+00  0.7857590E+00  0.9872000E+00  0.1193016E+01  0.1421139E+01  0.1692958E+01  0.2045656E+01  0.2565839E+01  0.3562418E+01  0.4748289E+01  0.6182007E+01  0.8567927E+01  0.1084325E+02
  0.3101726E+00  0.3647101E+00  0.4539814E+00  0.5411661E+00  0.6563699E+00  0.8225524E+00  0.9656434E+00  0.1107529E+01  0.1260240E+01  0.1436628E+01  0.1657534E+01  0.1969239E+01  0.2528495E+01  0.3143970E+01  0.3833757E+01  0.4885531E+01  0.5806479E+01
  0.3603194E+00  0.4130157E+00  0.4997720E+00  0.5850799E+00  0.6986516E+00  0.8641074E+00  0.1008042E+01  0.1152045E+01  0.1308398E+01  0.1490676E+01  0.1721383E+01  0.2051238E+01  0.2654728E+01  0.3334543E+01  0.4113856E+01  0.5333500E+01  0.6429011E+01
  0.2853904E+00  0.3355199E+00  0.4201006E+00  0.5057179E+00  0.6233965E+00  0.8022144E+00  0.9647123E+00  0.1133584E+01  0.1323906E+01  0.1554724E+01  0.1860309E+01  0.2322483E+01  0.3241644E+01  0.4384950E+01  0.5827960E+01  0.8351914E+01  0.1087796E+02
  0.3804064E+00  0.4177513E+00  0.4814093E+00  0.5466310E+00  0.6374767E+00  0.7779691E+00  0.9079787E+00  0.1045243E+01  0.1202365E+01  0.1396081E+01  0.1657401E+01  0.2062008E+01  0.2895268E+01  0.3975396E+01  0.5394401E+01  0.7994445E+01  0.1071612E+02
  0.3194153E-01  0.1048746E+00  0.2262378E+00  0.3470945E+00  0.5102453E+00  0.7523341E+00  0.9669812E+00  0.1185317E+01  0.1426264E+01  0.1712040E+01  0.2080904E+01  0.2621362E+01  0.3646732E+01  0.4852800E+01  0.6294622E+01  0.8663027E+01  0.1089325E+02
  0.2565520E+00  0.3049233E+00  0.3859060E+00  0.4671333E+00  0.5776575E+00  0.7433800E+00  0.8919159E+00  0.1044435E+01  0.1214314E+01  0.1417782E+01  0.1683354E+01  0.2077933E+01  0.2842196E+01  0.3763515E+01  0.4891523E+01  0.6796269E+01  0.8638637E+01
  0.4418675E+00  0.4811646E+00  0.5474686E+00  0.6145852E+00  0.7068350E+00  0.8470128E+00  0.9743971E+00  0.1106778E+01  0.1255974E+01  0.1436916E+01  0.1676467E+01  0.2038772E+01  0.2759315E+01  0.3655568E+01  0.4786762E+01  0.6765325E+01  0.8745525E+01
  0.2144879E+00  0.2682620E+00  0.3589921E+00  0.4508343E+00  0.5770687E+00  0.7688875E+00  0.9431996E+00  0.1124349E+01  0.1328508E+01  0.1576109E+01  0.1903910E+01  0.2399687E+01  0.3385676E+01  0.4612105E+01  0.6160028E+01  0.8867487E+01  0.1157719E+02
  0.4098322E+00  0.4417997E+00  0.4966440E+00  0.5532645E+00  0.6327932E+00  0.7571539E+00  0.8735577E+00  0.9976873E+00  0.1141171E+01  0.1319916E+01  0.1563904E+01  0.1947301E+01  0.2754463E+01  0.3828295E+01  0.5275063E+01  0.8004820E+01  0.1094404E+02
  0.4969659E+00  0.5281698E+00  0.5813599E+00  0.6358566E+00  0.7117638E+00  0.8291537E+00  0.9377847E+00  0.1052477E+01  0.1183762E+01  0.1345624E+01  0.1563973E+01  0.1902046E+01  0.2598287E+01  0.3500799E+01  0.4686464E+01  0.6858961E+01  0.9133087E+01
  0.1919070E+00  0.2462695E+00  0.3379922E+00  0.4308391E+00  0.5584546E+00  0.7523720E+00  0.9285914E+00  0.1111723E+01  0.1318115E+01  0.1568424E+01  0.1899813E+01  0.2401013E+01  0.3397790E+01  0.4637636E+01  0.6202496E+01  0.8939575E+01  0.1167892E+02
  0.2549372E+00  0.3007323E+00  0.3783670E+00  0.4573942E+00  0.5666863E+00  0.7341179E+00  0.8875538E+00  0.1048181E+01  0.1230519E+01  0.1453347E+01  0.1750926E+01  0.2205907E+01  0.3125503E+01  0.4291427E+01  0.5790551E+01  0.8469683E+01  0.1120740E+02
  0.3649485E+00  0.4028394E+00  0.4674281E+00  0.5336034E+00  0.6257774E+00  0.7683239E+00  0.9002343E+00  0.1039505E+01  0.1198925E+01  0.1395474E+01  0.1660614E+01  0.2071136E+01  0.2916580E+01  0.4012500E+01  0.5452252E+01  0.8090313E+01  0.1085178E+02
  0.5345936E+00  0.5652320E+00  0.6174582E+00  0.6709672E+00  0.7454988E+00  0.8607613E+00  0.9674236E+00  0.1080038E+01  0.1208943E+01  0.1367872E+01  0.1582263E+01  0.1914211E+01  0.2597833E+01  0.3483990E+01  0.4648168E+01  0.6781293E+01  0.9014208E+01
  0.4895101E+00  0.5261485E+00  0.5886024E+00  0.6525903E+00  0.7417176E+00  0.8795525E+00  0.1007103E+01  0.1141771E+01  0.1295920E+01  0.1485973E+01  0.1742349E+01  0.2139303E+01  0.2956801E+01  0.4016498E+01  0.5408661E+01  0.7959524E+01  0.1062972E+02
  0.1835595E+00  0.2353967E+00  0.3228588E+00  0.4113928E+00  0.5330805E+00  0.7179900E+00  0.8860236E+00  0.1060648E+01  0.1257454E+01  0.1496135E+01  0.1812130E+01  0.2290049E+01  0.3240523E+01  0.4422777E+01  0.5914946E+01  0.8524883E+01  0.1113698E+02
  0.7027714E+00  0.7237976E+00  0.7601486E+00  0.7980177E+00  0.8517413E+00  0.9368640E+00  0.1017630E+01  0.1104782E+01  0.1206702E+01  0.1335243E+01  0.1513185E+01  0.1797758E+01  0.2412794E+01  0.3256687E+01  0.4428272E+01  0.6717313E+01  0.9265953E+01
  0.5735074E+00  0.6005268E+00  0.6459271E+00  0.6916603E+00  0.7541828E+00  0.8485169E+00  0.9336151E+00  0.1021488E+01  0.1119903E+01  0.1238469E+01  0.1394256E+01  0.1627655E+01  0.2085347E+01  0.2645242E+01  0.3340567E+01  0.4534178E+01  0.5707289E+01
