       1 -0.7580217E+00  0.8219458E+00 -0.6139191E+00 -0.2648116E+01  0.4202705E+00 -0.2135403E+01  0.3149305E+00 -0.5055736E+01  0.5918788E+00
       2  0.1825754E+01  0.8526061E+00  0.1634245E+01  0.6515743E+00  0.3807374E+01  0.6960428E+00  0.3359618E+01  0.4223196E+00  0.6207600E+01
       3  0.3076633E+01  0.1024161E+01  0.2826531E+01  0.2051020E+01  0.6214542E+01  0.2051020E+01  0.5346939E+01  0.1663265E+01  0.8255102E+01
       4  0.9732461E+00  0.1337338E-01  0.9749970E+00  0.9342308E+00  0.9909397E+00  0.9451467E+00  0.9895898E+00  0.9202985E+00  0.9915287E+00
