  0.7978322E-01 -0.1515057E+00  0.1620008E+00 -0.2010509E+00  0.2115460E+00 -0.3076891E+00  0.3181843E+00 -0.1906316E+00  0.2011267E+00
  0.7952388E-01 -0.1510357E+00  0.1614516E+00 -0.2004200E+00  0.2108358E+00 -0.3067115E+00  0.3171274E+00 -0.1900345E+00  0.2004504E+00
  0.7926495E-01 -0.1505666E+00  0.1609032E+00 -0.1997901E+00  0.2101267E+00 -0.3057356E+00  0.3160722E+00 -0.1894384E+00  0.1997750E+00
  0.7900644E-01 -0.1500984E+00  0.1603557E+00 -0.1991613E+00  0.2094186E+00 -0.3047612E+00  0.3150186E+00 -0.1888434E+00  0.1991007E+00
  0.7874836E-01 -0.1496309E+00  0.1598090E+00 -0.1985335E+00  0.2087116E+00 -0.3037886E+00  0.3139666E+00 -0.1882494E+00  0.1984275E+00
  0.7849070E-01 -0.1491643E+00  0.1592632E+00 -0.1979070E+00  0.2080058E+00 -0.3028176E+00  0.3129164E+00 -0.1876564E+00  0.1977553E+00
  0.7823348E-01 -0.1486986E+00  0.1587182E+00 -0.1972815E+00  0.2073010E+00 -0.3018483E+00  0.3118679E+00 -0.1870646E+00  0.1970841E+00
  0.7797670E-01 -0.1482337E+00  0.1581740E+00 -0.1966571E+00  0.2065974E+00 -0.3008807E+00  0.3108210E+00 -0.1864737E+00  0.1964140E+00
  0.7772036E-01 -0.1477697E+00  0.1576307E+00 -0.1960339E+00  0.2058950E+00 -0.2999149E+00  0.3097760E+00 -0.1858840E+00  0.1957451E+00
  0.7746446E-01 -0.1473066E+00  0.1570883E+00 -0.1954119E+00  0.2051937E+00 -0.2989508E+00  0.3087326E+00 -0.1852954E+00  0.1950772E+00
  0.7720901E-01 -0.1468443E+00  0.1565468E+00 -0.1947910E+00  0.2044935E+00 -0.2979885E+00  0.3076910E+00 -0.1847079E+00  0.1944104E+00
  0.7695402E-01 -0.1463829E+00  0.1560062E+00 -0.1941713E+00  0.2037945E+00 -0.2970280E+00  0.3066513E+00 -0.1841215E+00  0.1937447E+00
  0.7669949E-01 -0.1459225E+00  0.1554665E+00 -0.1935528E+00  0.2030968E+00 -0.2960693E+00  0.3056133E+00 -0.1835362E+00  0.1930802E+00
  0.7644543E-01 -0.1454629E+00  0.1549277E+00 -0.1929354E+00  0.2024002E+00 -0.2951124E+00  0.3045771E+00 -0.1829520E+00  0.1924168E+00
  0.7619183E-01 -0.1450043E+00  0.1543898E+00 -0.1923193E+00  0.2017048E+00 -0.2941573E+00  0.3035428E+00 -0.1823691E+00  0.1917545E+00
  0.7593871E-01 -0.1445466E+00  0.1538529E+00 -0.1917045E+00  0.2010107E+00 -0.2932041E+00  0.3025103E+00 -0.1817872E+00  0.1910935E+00
  0.7568606E-01 -0.1440899E+00  0.1533168E+00 -0.1910908E+00  0.2003178E+00 -0.2922528E+00  0.3014797E+00 -0.1812066E+00  0.1904335E+00
  0.7543390E-01 -0.1436341E+00  0.1527818E+00 -0.1904784E+00  0.1996261E+00 -0.2913033E+00  0.3004510E+00 -0.1806271E+00  0.1897748E+00
  0.7518223E-01 -0.1431792E+00  0.1522477E+00 -0.1898673E+00  0.1989357E+00 -0.2903558E+00  0.2994243E+00 -0.1800489E+00  0.1891173E+00
  0.7493105E-01 -0.1427254E+00  0.1517145E+00 -0.1892574E+00  0.1982466E+00 -0.2894102E+00  0.2983994E+00 -0.1794718E+00  0.1884610E+00
  0.7468037E-01 -0.1422725E+00  0.1511824E+00 -0.1886489E+00  0.1975588E+00 -0.2884666E+00  0.2973765E+00 -0.1788960E+00  0.1878059E+00
  0.7443019E-01 -0.1418206E+00  0.1506512E+00 -0.1880416E+00  0.1968723E+00 -0.2875250E+00  0.2963556E+00 -0.1783214E+00  0.1871520E+00
  0.7418052E-01 -0.1413696E+00  0.1501211E+00 -0.1874356E+00  0.1961871E+00 -0.2865853E+00  0.2953367E+00 -0.1777480E+00  0.1864994E+00
  0.7393136E-01 -0.1409197E+00  0.1495919E+00 -0.1868310E+00  0.1955032E+00 -0.2856476E+00  0.2943198E+00 -0.1771759E+00  0.1858481E+00
  0.7368272E-01 -0.1404709E+00  0.1490638E+00 -0.1862277E+00  0.1948206E+00 -0.2847120E+00  0.2933049E+00 -0.1766051E+00  0.1851980E+00
  0.7343460E-01 -0.1400230E+00  0.1485366E+00 -0.1856258E+00  0.1941394E+00 -0.2837785E+00  0.2922921E+00 -0.1760356E+00  0.1845492E+00
  0.7318702E-01 -0.1395762E+00  0.1480106E+00 -0.1850252E+00  0.1934596E+00 -0.2828470E+00  0.2912813E+00 -0.1754674E+00  0.1839017E+00
  0.7293996E-01 -0.1391304E+00  0.1474855E+00 -0.1844261E+00  0.1927812E+00 -0.2819176E+00  0.2902727E+00 -0.1749004E+00  0.1832555E+00
  0.7269345E-01 -0.1386857E+00  0.1469616E+00 -0.1838283E+00  0.1921041E+00 -0.2809903E+00  0.2892661E+00 -0.1743348E+00  0.1826107E+00
  0.7244748E-01 -0.1382421E+00  0.1464387E+00 -0.1832319E+00  0.1914285E+00 -0.2800652E+00  0.2882617E+00 -0.1737706E+00  0.1819672E+00
  0.7220207E-01 -0.1377996E+00  0.1459169E+00 -0.1826369E+00  0.1907543E+00 -0.2791422E+00  0.2872595E+00 -0.1732077E+00  0.1813250E+00
  0.7195721E-01 -0.1373581E+00  0.1453962E+00 -0.1820434E+00  0.1900815E+00 -0.2782214E+00  0.2862595E+00 -0.1726462E+00  0.1806842E+00
  0.7171291E-01 -0.1369177E+00  0.1448766E+00 -0.1814514E+00  0.1894102E+00 -0.2773028E+00  0.2852616E+00 -0.1720860E+00  0.1800448E+00
  0.7146918E-01 -0.1364785E+00  0.1443581E+00 -0.1808608E+00  0.1887403E+00 -0.2763864E+00  0.2842660E+00 -0.1715272E+00  0.1794068E+00
  0.7122603E-01 -0.1360404E+00  0.1438407E+00 -0.1802717E+00  0.1880720E+00 -0.2754723E+00  0.2832726E+00 -0.1709699E+00  0.1787702E+00
  0.7098345E-01 -0.1356034E+00  0.1433245E+00 -0.1796841E+00  0.1874051E+00 -0.2745605E+00  0.2822815E+00 -0.1704140E+00  0.1781350E+00
  0.7074146E-01 -0.1351676E+00  0.1428094E+00 -0.1790980E+00  0.1867397E+00 -0.2736510E+00  0.2812927E+00 -0.1698595E+00  0.1775012E+00
  0.7050006E-01 -0.1347330E+00  0.1422955E+00 -0.1785134E+00  0.1860759E+00 -0.2727438E+00  0.2803063E+00 -0.1693064E+00  0.1768689E+00
  0.7025926E-01 -0.1342995E+00  0.1417827E+00 -0.1779304E+00  0.1854136E+00 -0.2718389E+00  0.2793221E+00 -0.1687549E+00  0.1762381E+00
  0.7001907E-01 -0.1338672E+00  0.1412712E+00 -0.1773489E+00  0.1847529E+00 -0.2709364E+00  0.2783404E+00 -0.1682048E+00  0.1756088E+00
  0.6977948E-01 -0.1334361E+00  0.1407608E+00 -0.1767691E+00  0.1840938E+00 -0.2700363E+00  0.2773610E+00 -0.1676562E+00  0.1749809E+00
  0.6954051E-01 -0.1330062E+00  0.1402517E+00 -0.1761908E+00  0.1834363E+00 -0.2691386E+00  0.2763841E+00 -0.1671091E+00  0.1743546E+00
  0.6930217E-01 -0.1325776E+00  0.1397438E+00 -0.1756141E+00  0.1827803E+00 -0.2682434E+00  0.2754096E+00 -0.1665636E+00  0.1737298E+00
  0.6906445E-01 -0.1321501E+00  0.1392371E+00 -0.1750391E+00  0.1821260E+00 -0.2673506E+00  0.2744375E+00 -0.1660196E+00  0.1731065E+00
  0.6882737E-01 -0.1317240E+00  0.1387317E+00 -0.1744657E+00  0.1814734E+00 -0.2664603E+00  0.2734680E+00 -0.1654771E+00  0.1724848E+00
  0.6859093E-01 -0.1312991E+00  0.1382275E+00 -0.1738939E+00  0.1808224E+00 -0.2655725E+00  0.2725010E+00 -0.1649363E+00  0.1718647E+00
  0.6835514E-01 -0.1308754E+00  0.1377246E+00 -0.1733239E+00  0.1801730E+00 -0.2646873E+00  0.2715365E+00 -0.1643970E+00  0.1712462E+00
  0.6812001E-01 -0.1304531E+00  0.1372230E+00 -0.1727555E+00  0.1795254E+00 -0.2638047E+00  0.2705746E+00 -0.1638594E+00  0.1706293E+00
  0.6788554E-01 -0.1300320E+00  0.1367227E+00 -0.1721889E+00  0.1788795E+00 -0.2629246E+00  0.2696153E+00 -0.1633233E+00  0.1700140E+00
  0.6765174E-01 -0.1296123E+00  0.1362237E+00 -0.1716239E+00  0.1782353E+00 -0.2620472E+00  0.2686586E+00 -0.1627890E+00  0.1694003E+00
  0.6741861E-01 -0.1291939E+00  0.1357260E+00 -0.1710608E+00  0.1775929E+00 -0.2611725E+00  0.2677046E+00 -0.1622562E+00  0.1687884E+00
  0.6718617E-01 -0.1287769E+00  0.1352297E+00 -0.1704994E+00  0.1769523E+00 -0.2603004E+00  0.2667533E+00 -0.1617252E+00  0.1681781E+00
  0.6695442E-01 -0.1283612E+00  0.1347348E+00 -0.1699398E+00  0.1763134E+00 -0.2594310E+00  0.2658046E+00 -0.1611958E+00  0.1675695E+00
  0.6672337E-01 -0.1279468E+00  0.1342412E+00 -0.1693820E+00  0.1756763E+00 -0.2585644E+00  0.2648587E+00 -0.1606682E+00  0.1669626E+00
  0.6649303E-01 -0.1275339E+00  0.1337490E+00 -0.1688260E+00  0.1750411E+00 -0.2577005E+00  0.2639156E+00 -0.1601423E+00  0.1663574E+00
  0.6626339E-01 -0.1271224E+00  0.1332582E+00 -0.1682718E+00  0.1744077E+00 -0.2568395E+00  0.2629753E+00 -0.1596181E+00  0.1657540E+00
  0.6603448E-01 -0.1267122E+00  0.1327688E+00 -0.1677196E+00  0.1737761E+00 -0.2559812E+00  0.2620378E+00 -0.1590958E+00  0.1651523E+00
  0.6580629E-01 -0.1263035E+00  0.1322809E+00 -0.1671692E+00  0.1731465E+00 -0.2551258E+00  0.2611031E+00 -0.1585752E+00  0.1645525E+00
  0.6557884E-01 -0.1258963E+00  0.1317943E+00 -0.1666207E+00  0.1725187E+00 -0.2542733E+00  0.2601714E+00 -0.1580564E+00  0.1639544E+00
  0.6535214E-01 -0.1254905E+00  0.1313093E+00 -0.1660741E+00  0.1718929E+00 -0.2534237E+00  0.2592425E+00 -0.1575394E+00  0.1633582E+00
  0.6512618E-01 -0.1250862E+00  0.1308257E+00 -0.1655294E+00  0.1712690E+00 -0.2525771E+00  0.2583166E+00 -0.1570243E+00  0.1627638E+00
  0.6490098E-01 -0.1246833E+00  0.1303436E+00 -0.1649868E+00  0.1706470E+00 -0.2517334E+00  0.2573937E+00 -0.1565110E+00  0.1621713E+00
  0.6467655E-01 -0.1242820E+00  0.1298630E+00 -0.1644461E+00  0.1700271E+00 -0.2508927E+00  0.2564737E+00 -0.1559996E+00  0.1615806E+00
  0.6445289E-01 -0.1238822E+00  0.1293840E+00 -0.1639074E+00  0.1694091E+00 -0.2500551E+00  0.2555568E+00 -0.1554901E+00  0.1609919E+00
  0.6423001E-01 -0.1234840E+00  0.1289065E+00 -0.1633707E+00  0.1687932E+00 -0.2492205E+00  0.2546430E+00 -0.1549826E+00  0.1604051E+00
  0.6400793E-01 -0.1230873E+00  0.1284305E+00 -0.1628361E+00  0.1681793E+00 -0.2483891E+00  0.2537323E+00 -0.1544770E+00  0.1598202E+00
  0.6378664E-01 -0.1226921E+00  0.1279561E+00 -0.1623035E+00  0.1675675E+00 -0.2475607E+00  0.2528247E+00 -0.1539733E+00  0.1592373E+00
  0.6356617E-01 -0.1222986E+00  0.1274833E+00 -0.1617731E+00  0.1669578E+00 -0.2467356E+00  0.2519203E+00 -0.1534716E+00  0.1586563E+00
  0.6334650E-01 -0.1219066E+00  0.1270121E+00 -0.1612447E+00  0.1663502E+00 -0.2459136E+00  0.2510191E+00 -0.1529720E+00  0.1580774E+00
  0.6312766E-01 -0.1215163E+00  0.1265425E+00 -0.1607185E+00  0.1657447E+00 -0.2450949E+00  0.2501211E+00 -0.1524743E+00  0.1575005E+00
  0.6290966E-01 -0.1211276E+00  0.1260745E+00 -0.1601944E+00  0.1651413E+00 -0.2442794E+00  0.2492264E+00 -0.1519787E+00  0.1569256E+00
  0.6269249E-01 -0.1207405E+00  0.1256082E+00 -0.1596725E+00  0.1645402E+00 -0.2434673E+00  0.2483349E+00 -0.1514852E+00  0.1563528E+00
  0.6247618E-01 -0.1203552E+00  0.1251436E+00 -0.1591528E+00  0.1639412E+00 -0.2426584E+00  0.2474468E+00 -0.1509937E+00  0.1557821E+00
  0.6226072E-01 -0.1199715E+00  0.1246807E+00 -0.1586353E+00  0.1633445E+00 -0.2418530E+00  0.2465621E+00 -0.1505044E+00  0.1552135E+00
  0.6204614E-01 -0.1195895E+00  0.1242194E+00 -0.1581201E+00  0.1627500E+00 -0.2410509E+00  0.2456808E+00 -0.1500171E+00  0.1546471E+00
  0.6183243E-01 -0.1192093E+00  0.1237599E+00 -0.1576071E+00  0.1621578E+00 -0.2402523E+00  0.2448029E+00 -0.1495321E+00  0.1540827E+00
  0.6161960E-01 -0.1188307E+00  0.1233021E+00 -0.1570964E+00  0.1615678E+00 -0.2394572E+00  0.2439285E+00 -0.1490492E+00  0.1535206E+00
  0.6140767E-01 -0.1184540E+00  0.1228461E+00 -0.1565881E+00  0.1609802E+00 -0.2386655E+00  0.2430577E+00 -0.1485685E+00  0.1529606E+00
  0.6119665E-01 -0.1180790E+00  0.1223919E+00 -0.1560820E+00  0.1603949E+00 -0.2378775E+00  0.2421903E+00 -0.1480901E+00  0.1524029E+00
  0.6098654E-01 -0.1177058E+00  0.1219394E+00 -0.1555784E+00  0.1598120E+00 -0.2370930E+00  0.2413266E+00 -0.1476138E+00  0.1518474E+00
  0.6077736E-01 -0.1173345E+00  0.1214888E+00 -0.1550771E+00  0.1592315E+00 -0.2363121E+00  0.2404665E+00 -0.1471399E+00  0.1512942E+00
  0.6056910E-01 -0.1169649E+00  0.1210400E+00 -0.1545783E+00  0.1586534E+00 -0.2355349E+00  0.2396100E+00 -0.1466682E+00  0.1507433E+00
  0.6036179E-01 -0.1165973E+00  0.1205931E+00 -0.1540818E+00  0.1580777E+00 -0.2347614E+00  0.2387572E+00 -0.1461989E+00  0.1501947E+00
  0.6015544E-01 -0.1162314E+00  0.1201480E+00 -0.1535879E+00  0.1575045E+00 -0.2339916E+00  0.2379082E+00 -0.1457319E+00  0.1496484E+00
  0.5995004E-01 -0.1158675E+00  0.1197048E+00 -0.1530964E+00  0.1569337E+00 -0.2332256E+00  0.2370629E+00 -0.1452672E+00  0.1491045E+00
  0.5974562E-01 -0.1155055E+00  0.1192636E+00 -0.1526075E+00  0.1563655E+00 -0.2324634E+00  0.2362215E+00 -0.1448050E+00  0.1485630E+00
  0.5954218E-01 -0.1151454E+00  0.1188242E+00 -0.1521211E+00  0.1557998E+00 -0.2317051E+00  0.2353839E+00 -0.1443451E+00  0.1480239E+00
  0.5933973E-01 -0.1147873E+00  0.1183868E+00 -0.1516372E+00  0.1552367E+00 -0.2309507E+00  0.2345502E+00 -0.1438877E+00  0.1474873E+00
  0.5913829E-01 -0.1144312E+00  0.1179514E+00 -0.1511560E+00  0.1546762E+00 -0.2302002E+00  0.2337204E+00 -0.1434328E+00  0.1469530E+00
  0.5893785E-01 -0.1140770E+00  0.1175180E+00 -0.1506773E+00  0.1541183E+00 -0.2294536E+00  0.2328946E+00 -0.1429803E+00  0.1464213E+00
  0.5873845E-01 -0.1137248E+00  0.1170866E+00 -0.1502013E+00  0.1535631E+00 -0.2287111E+00  0.2320729E+00 -0.1425304E+00  0.1458921E+00
  0.5854007E-01 -0.1133747E+00  0.1166572E+00 -0.1497280E+00  0.1530105E+00 -0.2279727E+00  0.2312551E+00 -0.1420830E+00  0.1453655E+00
  0.5834274E-01 -0.1130266E+00  0.1162299E+00 -0.1492574E+00  0.1524606E+00 -0.2272383E+00  0.2304415E+00 -0.1416381E+00  0.1448414E+00
  0.5814647E-01 -0.1126806E+00  0.1158046E+00 -0.1487895E+00  0.1519135E+00 -0.2265081E+00  0.2296320E+00 -0.1411959E+00  0.1443198E+00
  0.5795126E-01 -0.1123367E+00  0.1153814E+00 -0.1483244E+00  0.1513691E+00 -0.2257820E+00  0.2288267E+00 -0.1407562E+00  0.1438009E+00
  0.5775712E-01 -0.1119949E+00  0.1149604E+00 -0.1478620E+00  0.1508275E+00 -0.2250602E+00  0.2280256E+00 -0.1403192E+00  0.1432847E+00
  0.5756408E-01 -0.1116553E+00  0.1145415E+00 -0.1474025E+00  0.1502887E+00 -0.2243426E+00  0.2272288E+00 -0.1398849E+00  0.1427711E+00
  0.5737213E-01 -0.1113178E+00  0.1141247E+00 -0.1469458E+00  0.1497527E+00 -0.2236294E+00  0.2264363E+00 -0.1394533E+00  0.1422602E+00
  0.5718129E-01 -0.1109825E+00  0.1137101E+00 -0.1464920E+00  0.1492196E+00 -0.2229205E+00  0.2256481E+00 -0.1390244E+00  0.1417520E+00
  0.5699157E-01 -0.1106494E+00  0.1132978E+00 -0.1460410E+00  0.1486895E+00 -0.2222160E+00  0.2248644E+00 -0.1385982E+00  0.1412466E+00
  0.5680299E-01 -0.1103185E+00  0.1128876E+00 -0.1455930E+00  0.1481622E+00 -0.2215159E+00  0.2240850E+00 -0.1381748E+00  0.1407440E+00
  0.5661554E-01 -0.1099898E+00  0.1124797E+00 -0.1451480E+00  0.1476379E+00 -0.2208203E+00  0.2233102E+00 -0.1377543E+00  0.1402442E+00
  0.5642926E-01 -0.1096634E+00  0.1120741E+00 -0.1447059E+00  0.1471166E+00 -0.2201292E+00  0.2225399E+00 -0.1373365E+00  0.1397472E+00
  0.5624413E-01 -0.1093394E+00  0.1116707E+00 -0.1442669E+00  0.1465983E+00 -0.2194428E+00  0.2217741E+00 -0.1369217E+00  0.1392530E+00
  0.5606019E-01 -0.1090176E+00  0.1112697E+00 -0.1438309E+00  0.1460830E+00 -0.2187609E+00  0.2210130E+00 -0.1365097E+00  0.1387618E+00
  0.5587743E-01 -0.1086981E+00  0.1108710E+00 -0.1433980E+00  0.1455708E+00 -0.2180837E+00  0.2202566E+00 -0.1361006E+00  0.1382735E+00
  0.5569588E-01 -0.1083811E+00  0.1104747E+00 -0.1429681E+00  0.1450617E+00 -0.2174112E+00  0.2195048E+00 -0.1356945E+00  0.1377881E+00
  0.5551553E-01 -0.1080664E+00  0.1100807E+00 -0.1425414E+00  0.1445558E+00 -0.2167435E+00  0.2187578E+00 -0.1352914E+00  0.1373057E+00
  0.5533642E-01 -0.1077541E+00  0.1096892E+00 -0.1421179E+00  0.1440530E+00 -0.2160805E+00  0.2180156E+00 -0.1348912E+00  0.1368263E+00
  0.5515854E-01 -0.1074442E+00  0.1093000E+00 -0.1416976E+00  0.1435534E+00 -0.2154225E+00  0.2172783E+00 -0.1344942E+00  0.1363500E+00
  0.5498190E-01 -0.1071368E+00  0.1089134E+00 -0.1412805E+00  0.1430571E+00 -0.2147693E+00  0.2165458E+00 -0.1341001E+00  0.1358767E+00
  0.5480653E-01 -0.1068319E+00  0.1085292E+00 -0.1408667E+00  0.1425640E+00 -0.2141210E+00  0.2158183E+00 -0.1337092E+00  0.1354065E+00
  0.5463243E-01 -0.1065294E+00  0.1081475E+00 -0.1404561E+00  0.1420741E+00 -0.2134778E+00  0.2150958E+00 -0.1333214E+00  0.1349394E+00
  0.5445961E-01 -0.1062295E+00  0.1077683E+00 -0.1400489E+00  0.1415877E+00 -0.2128396E+00  0.2143784E+00 -0.1329367E+00  0.1344755E+00
  0.5428810E-01 -0.1059322E+00  0.1073917E+00 -0.1396450E+00  0.1411045E+00 -0.2122065E+00  0.2136660E+00 -0.1325552E+00  0.1340148E+00
  0.5411789E-01 -0.1056374E+00  0.1070177E+00 -0.1392445E+00  0.1406248E+00 -0.2115785E+00  0.2129587E+00 -0.1321770E+00  0.1335573E+00
  0.5394900E-01 -0.1053452E+00  0.1066462E+00 -0.1388475E+00  0.1401485E+00 -0.2109557E+00  0.2122567E+00 -0.1318020E+00  0.1331030E+00
  0.5378145E-01 -0.1050556E+00  0.1062774E+00 -0.1384538E+00  0.1396756E+00 -0.2103381E+00  0.2115598E+00 -0.1314302E+00  0.1326520E+00
  0.5361524E-01 -0.1047687E+00  0.1059112E+00 -0.1380637E+00  0.1392062E+00 -0.2097258E+00  0.2108683E+00 -0.1310618E+00  0.1322043E+00
