  0.6991271E-02  0.9155220E-01  0.7636376E-01 -0.1988364E+00  0.2128190E+00  A0      
 -0.3962982E-04  0.3166712E-03 -0.1251450E+00 -0.7515701E-03  0.6723105E-03  A1      
