    1.     36.    0.5675278E+02  0.5522779E+00  0.7431540E+00  0.1534105E-01
    2.      4.    0.5842500E+02  0.2822500E+01  0.1680030E+01  0.7056251E+00
    3.      2.    0.5650000E+02  0.1799991E+00  0.4242630E+00  0.8999954E-01
    4.      2.    0.6010000E+02  0.2000015E-01  0.1414219E+00  0.1000008E-01
    5.      2.    0.6120000E+02  0.7200009E+00  0.8485287E+00  0.3600005E+00
