Scenario;Vehicles;TravelTime;Co;Co2;Hc;Pm;No;Fuel
1;1200.0;821.644166667;7899.47387053;787956.479464;1154.20144492;113.093858602;4853.77482899;313.344547693
2;1198.0;796.735392321;8046.77028093;842415.795187;1212.46568691;128.881993513;5572.37795376;334.907170416
3;1200.0;793.113333333;7284.50775828;765852.583142;1070.8874958;110.277754838;4642.5512544;304.487234367
4;1200.0;765.376666667;7197.29798302;756212.030491;1054.24619858;106.65234133;4565.83790362;300.812310177
